"","DBN","BN","Printed_Name","TotStudnts","School_Type","LangClass","APCourses","LeaderSupport","Sports","OnlineAP","OnlineLang","School_Type2","neighborhood","postalCode","precinct","school_district","lat","lon","Location","Boro","CouncilDistrict","CensusTract","grad2011","collenroll2011","grad2012","collenroll2012","sprtcode","apcode","langcode","leadcode","onlineapcode","onlinelangcode"
"158","09X543","X543","High School for Violin and Dance","354",NA,"Spanish",NA,"Advancement via Individual Determination (AVID), Character Education Leadership Program, College Summit, Community Service, National Honor Society, PM School, Saturday School, Student Council, Study Jams; Clubs vary each year according to student interest.","Morris Educational Campus Basketball and Volleyball",NA,NA,NA,"Longwood","10,456",42,9,40.8280148,-73.9040232,"1110 Boston Road
Bronx, NY 10456
(40.8280148, -73.9040232)","BRONX    ",16,"135",76.5,31.9,71.4,33.3,"1","0","1","1","0","0"
"159","09X564","X564","Claremont International High School","77","International School",NA,NA,"Homework Help, Math Tutoring, Visual Arts, Dance, Community Service, French language program, Culture Clubs, Student Government, Documentary Film Club","Soccer Club",NA,NA,"International School","Claremont Village","10,457",44,9,40.839295,-73.911384,"240 East 172 Street
Bronx, NY 10457
(40.839295, -73.911384)","BRONX    ",16,"225",NA,NA,NA,NA,"1","0","0","1","0","0"
"160","10X141","X141","Riverdale/Kingsbridge Academy (MS/HS 141)","1,348",NA,"French, Latin, Spanish","Biology, Calculus AB, English Literature and Composition, Government and Politics: United States, Spanish Language, Spanish Literature, Statistics, Studio Art: Drawing, United States History, World History","Accreditation Committee, Anime, Architecture, Art, Art Portfolio Preparation, Band, Book, Bronx Student Advisory Council, Chess, Chorus, Conflict Resolution, Crochet, Dance, Dance and Activities Committees, Digital Photography, Dungeons & Dragons, Gay-Straight Alliance, Health Corps/Teen Action, High School Talent Show, Lanyard, Math, Math for SAT Prep, Model United Nations, Multicultural Show, National Honor Society, Newspaper, Nutrition Committee, Office Interns, Online credit recovery, Open Access in the Library, Pioneering, Poetry and Writing Competitions, Poetry Cafe, Quiz Bowl, Regents Prep, RKA Idol, Running, School Leadership Team, Science Olympiad, Scrabble, Screenwriting, Spring Festival, Step, Student Council, Student Organization, Technology Interns, Teen Theater, Video Game, Winter Festival, Yearbook","Basketball, Cheerleading, Faculty-Student Games, High School Field Day, RKA Dancers, Running, Step, Tennis, Yoga",NA,NA,NA,"Riverdale","10,463",50,10,40.8874319,-73.914128,"660 West 237 Street
Bronx, NY 10463
(40.8874319, -73.914128)","BRONX    ",11,"309",87,78.4,83.9,82,"1","1","1","1","0","0"
"161","10X213","X213","Bronx Engineering and Technology Academy","414",NA,NA,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, Spanish Language, Spanish Literature, United States History, World History","Boys 2 Men, Chess, Dance; Precious, Extraordinary, Exceptional, Articulate Lady Scholars (PEARLS); National Honor Society, National Society of Black Engineers, Pretty in Pink, Robotics, Society of Hispanic Engineers","All students are eligible for John F. Kennedy Campus sports teams.",NA,NA,NA,"Marble Hill","10,463",50,10,40.8770697,-73.9126169,"99 Terrace View Avenue
Bronx, NY 10463
(40.8770697, -73.9126169)","BRONX    ",10,"309",69,42.2,69.9,45.7,"1","1","0","1","0","0"
"162","10X225","X225","Theatre Arts Production Company School","578",NA,"Italian","Calculus AB, English Literature and Composition","Acting, Dance, Chorus, Glee Club, National Honor Society, ESL Club, Middle School Math and Literacy Supports Club, Middle School Math Homework Club, Literacy Journal Club, High School Regents Test Prep, SAT Prep, Graphic Novel Reading Group, Radio Station, Intramural Middle School Basketball, Soccer, Girl's Volleyball, Theatre Tech Crew, Student Council, Technology Squad, Video Film & Editing.","Boys and Girls Basketball, Soccer, Softball, Volleyball",NA,NA,NA,"Fordham","10,457",46,10,40.8546548,-73.8970362,"2225 Webster Avenue
Bronx, NY 10457
(40.8546548, -73.8970362)","BRONX    ",15,"379",NA,NA,83.3,77.6,"1","1","1","1","0","0"
"163","10X237","X237","The Marie Curie School for Medicine, Nursing, and Health Professions","567",NA,"Spanish","English Literature and Composition, Spanish Language, United States History","After-school Tutoring, Audio Visual, Capoeira (Brazilian Martial Arts), Cheerleaders, Dance, Discussion Groups, Extended Day/Credit Recovery, French, Gay/Straight Alliance, Get Fit/Eat Wise, Green Club, In School Youth Program, Knitting, Photography, SAT Prep Program, Saturday Regents Prep Program, Steel Drum Band, Student Council, Summer Camp, Summer Leadership Academy, Summer Orientation, Visual Arts, Vocal, Yearbook, Yoga","Basketball, Running, Soccer, Volleyball",NA,NA,NA,"Kingsbridge","10,463",50,10,40.875627,-73.901568,"120 West 231 Street
Bronx, NY 10463
(40.875627, -73.901568)","BRONX    ",14,"273",64.1,66.2,78.4,39.7,"1","1","1","1","0","0"
"164","10X243","X243","West Bronx Academy for the Future","605",NA,"French, Spanish","Art History, Chemistry, English Language and Composition, Spanish Language, United States History, World History","Access to computers equipped with software to enrich school-based curricula, After-school Program, Chess, Dance (competitive), Digital Documentaries, Drama, Girls Talk, Granting Early Awareness and Readiness for Undergraduate Programs (GEAR UP), Intensive instructional support, Multimedia Club, Project-based activities in Science and Math, Student Government, Video Yearbook.","Basketball, Flag Footbal, Swimming, Volleyball",NA,NA,NA,"Belmont","10,458",48,10,40.8597019,-73.8875889,"500 East Fordham Road
Bronx, NY 10458
(40.8597019, -73.8875889)","BRONX    ",15,"387",58.6,32.4,66.7,45.7,"1","1","1","1","0","0"
"165","10X264","X264","Bronx Academy for Software Engineering (BASE)",NA,"CTE, New School","Spanish Native Language Arts",NA,"Robotics, girls and boys math clubs, computer-aided design, anima/manga club, 3-D printing, business start-up workshops, individual and small-group tutoring, student government, SAT prep",NA,NA,NA,"CTE, New School","Belmont","10,458",48,10,40.856088,-73.8824885,"2474 Crotona Avenue
Bronx, NY 10458
(40.856088, -73.8824885)","BRONX    ",15,"393",NA,NA,NA,NA,"0","0","1","1","0","0"
"166","10X268","X268","Kingsbridge International High School","487","International School",NA,"English Language and Composition","After-school classes in English, Art, Math, Music, Paint Club, School Store, Science, Social Studies, Student Council, Video.","Our school participates in the Walton Educational Campus PSAL Program",NA,NA,"International School","Kingsbridge","10,468",52,10,40.8708801,-73.8977529,"2780 Reservoir Avenue
Bronx, NY 10468
(40.8708801, -73.8977529)","BRONX    ",11,"409",59.3,24.1,48.2,31.1,"1","1","0","1","0","0"
"167","10X284","X284","Bronx School of Law and Finance","416",NA,"Latin","English Language and Composition, Spanish Language, Spanish Literature","Art, Bronx 12 Quiz Bowl, Chess, Community Service Volunteer Work, Internships, Investment, Latin, Mock Trial, Moot Court, Meditation Club, Spanish Club, Multicultural Club, Student Council, Tutoring",NA,NA,NA,NA,"Marble Hill","10,463",50,10,40.8770697,-73.9126169,"99 Terrace View Avenue
Bronx, NY 10463
(40.8770697, -73.9126169)","BRONX    ",10,"309",69.4,46.5,72.3,43.9,"0","1","1","1","0","0"
"168","10X342","X342","International School for Liberal Arts","541",NA,"Spanish",NA,"Chess, Council for Unity, Newsletter, Poetry.","Baseball, Football, Softball, Volleyball",NA,NA,NA,"Kingsbridge","10,468",52,10,40.8708801,-73.8977529,"2780 Reservoir Avenue
Bronx, NY 10468
(40.8708801, -73.8977529)","BRONX    ",11,"409",64,28.2,71.1,34,"1","0","1","1","0","0"
"169","10X351","X351","Bronx Collaborative High School",NA,"New School","Spanish, Spanish Native Language Arts",NA,"Students at BxCHS have a major role in extra-curriculars - creating and co-leading them with faculty, we plan to offer: Debate Team; Young Women's Leadership; Young Men's Leadership; Gay-Straight Alliance; Poetry Jam; Online Newspaper; Chess; Literary Magazine; Outdoors Club; Student Government; Robotics; Environmental Club; SAT Prep; Internet radio station/school video production; web design/publishing; cross cultural connections; yearbook; theater; Glee chorus; Model U.N.; salsa/dance","Our students are eligible to participate in the Public Schools Athletic League (PSAL) program on the DeWitt Clinton Educational Campus.",NA,NA,"New School","Kingsbridge","10,468",52,10,40.879995,-73.887155,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.879995, -73.887155)","BRONX    ",11,"409",NA,NA,NA,NA,"1","0","1","1","0","0"
"170","10X353","X353","World View High School",NA,"New School","Spanish, Spanish Native Language Arts",NA,"Extracurricular activities and clubs will be determined by students and their interests",NA,NA,NA,"New School","Kingsbridge","10,468",52,10,40.879969,-73.889011,"100 West Mosholu Parkway South
South Bronx, NY 10468
(40.879969, -73.889011)","BRONX    ",11,"409",NA,NA,NA,NA,"0","0","1","1","0","0"
"171","10X368","X368","IN-Tech Academy (MS/HS 368)","1,087",NA,"Latin, Spanish","Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language, United States History, World History","After-school Academic Enrichment in Mathematics, Art, Band, Dance, Digital Media, Drama, Guitar, Literacy and Robotics, Media, Microsoft Summer Challenge, MOUSE Squad, Music Appreciation, Musical Productions, National Honor Society, Robotics, School Newspaper, Student Government, Vocal Music, Web Design, Yearbook","Intramural Baseball, Basketball, Cheerleading, Softball, Track, Volleyball",NA,NA,NA,"Kingsbridge","10,463",50,10,40.8795264,-73.9096954,"2975 Tibbett Avenue
Bronx, NY 10463
(40.8795264, -73.9096954)","BRONX    ",11,"29,302",77.1,50,83.9,59.3,"1","1","1","1","0","0"
"172","10X374","X374","Knowledge and Power Preparatory Academy International High School","427",NA,"French, Spanish",NA,"Debate Team, Big Brothers Big Sisters, Creative Writing, Drama, Spectrum Club, Music Ensembles, Newspaper, Student Government, Tutoring Programs, NY Cares Community Service","Basketball, Cheerleading, Dance Team, Flag Football, Soccer",NA,NA,NA,"Belmont","10,458",48,10,40.8597019,-73.8875889,"500 East Fordham Road
Bronx, NY 10458
(40.8597019, -73.8875889)","BRONX    ",15,"387",93.9,NA,74.7,78.9,"1","0","1","1","0","0"
"173","10X433","X433","High School for Teaching and the Professions","496",NA,"Spanish","English Literature and Composition, Spanish Language, United States History","Art, buildOn, Diversity, Grade Level Councils, Guitar, Maximum Dreams, National Honor Society, Opening Act, Peer Mediation, Peer Tutoring, Photography, Pre-Teacher Internships, Student Campus Council, Student Government, Supplemental Educational Services, Visual Arts, Young Miss, International Club, Chorus, PSAL Competition, Virtual Enterprise Competition, Stock Market Game Competition","“Teach Da Teachers” (Staff/Student Competitions), Basketball, Cheerleading, Open Gym, Softball, Swimming/Life Saving, Volleyball, Weight Training",NA,NA,NA,"Kingsbridge","10,468",52,10,40.8708801,-73.8977529,"2780 Reservoir Avenue
Bronx, NY 10468
(40.8708801, -73.8977529)","BRONX    ",11,"409",70.2,30.7,52.9,52.9,"1","1","1","1","0","0"
"174","10X434","X434","Belmont Preparatory High School","405",NA,"Spanish","Art History, Calculus AB, Chemistry, English Literature and Composition, Environmental Science, Spanish Language, Spanish Literature","Belmont Players Drama, Community Service, Competitive Step Dance, Content Area Tutoring, Creative Writing, Film, Grade Level Advisors/Ombudsmen, Guitar, Hip-Hop Dance and Cheerleading Teams; Music Appreciation Society, His Story, Italian, Junior Reserve Officers Training Corps (JROTC), Just for Girls, Keyboarding, Literary Magazine, Modern Dance, MOUSE Squad (for Technical Support), Mural, Peer Mediation, Peer Tutoring, Photography, Poetry Cafe, Poetry Slam, Principal's Advisory Committee, Project LEAD with Lincoln Center, Saturday Academy for Bilingual Enrichment (SABE), Saturday Arts, School Newspaper, Service Society, Small Group Tutoring, STEP Saturday School, Student Government, The Leadership Program, Theater Development Fund (TDF) Drama, Yearbook.","Swimming, Weight Training, Girls Basketball, Flag Football; Intramural Basketball, Intramural Football, Soccer, Aerobics, Volleyball",NA,NA,NA,"Belmont","10,458",48,10,40.8597019,-73.8875889,"500 East Fordham Road
Bronx, NY 10458
(40.8597019, -73.8875889)","BRONX    ",15,"387",72.6,42.3,66,46.6,"1","1","1","1","0","0"
"175","10X437","X437","Fordham High School for the Arts","384",NA,"Spanish","Calculus AB, English Literature and Composition","Cheerleading, Chess, Dance, Dance Team, Dramatic Arts, Instrumental Music, Junior Reserve Officers' Training Corps (JROTC), Regents Academy, Small group Tutoring, Student Government, Student Leadership, Upward Bound, Visual Arts, Vocal.","Basketball, Swimming and Lifeguard Training, Weight Training","Calculus AB, English Literature and Composition","Spanish",NA,"Belmont","10,458",48,10,40.8597019,-73.8875889,"500 East Fordham Road
Bronx, NY 10458
(40.8597019, -73.8875889)","BRONX    ",15,"387",85.5,32.5,75.6,31.9,"1","1","1","1","1","1"
"176","10X438","X438","Fordham Leadership Academy for Business and Technology","442",NA,"Spanish","Biology, English Literature and Composition, Spanish Language","Student Government, Teen Chef Battle, Career Vision, National Dance Institute, Cheerleading, Chess, Junior Reserve Officers' Training Corps (JROTC), Student Council, Yearbook","Volleyball, Bowling Team, Intramural Basketball, Swimming, Fencing",NA,NA,NA,"Belmont","10,458",48,10,40.8597019,-73.8875889,"500 East Fordham Road
Bronx, NY 10458
(40.8597019, -73.8875889)","BRONX    ",15,"387",45.7,31.1,52.6,37.8,"1","1","1","1","0","0"
"177","10X439","X439","Bronx High School for Law and Community Service","404",NA,"Italian, Spanish","Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language, Statistics","SAT Preparation, Women of Strength, Men of Strength, Art Club, Community Service, Intramural Sports, Mock Trial, Moot Court, Peer Mentor Program, Senior Advisement, Teen Battle Chef, Tutoring in all subjects, Work-based Learning Opportunities, Yearbook Production","Basketball, Flag Football",NA,NA,NA,"Belmont","10,458",48,10,40.8597019,-73.8875889,"500 East Fordham Road
Bronx, NY 10458
(40.8597019, -73.8875889)","BRONX    ",15,"387",53.1,29.9,58.6,30.2,"1","1","1","1","0","0"
"178","10X440","X440","DeWitt Clinton High School","3,654",NA,"Latin, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, Economics: Macro, English Language and Composition, English Literature and Composition, Environmental Science, European History, Government and Politics: United States, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language, Spanish Literature, Statistics, United States History, World History","Arista, Art/Comic, ASPIRA Leadership, Broadcast Crew, Caribbean Club, Chess Club, Chorus, Christian Seekers, Clinton News, Conflict Mediation, Dance Team, Drama, Environmental Affairs, First Ladies Club, Gentleman's Club, Health Occupations Students of America (HOSA), Hip-Hop/Poetry, History, Hope, Jazz Band, Key Club, Kiwanis Club of New York, Law, Literary Magazine ""Magpie"", Marching Band, Medical Science, Moot Court, Peer Mediation, Reserve Officer Training Corps (ROTC), United Nations, Virtual Enterprise, Yearbook","Cheerleading, Dance Team, Step Team, Kung Fu, Soccer and Swimming Clubs",NA,NA,NA,"Kingsbridge","10,468",52,10,40.879995,-73.887155,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.879995, -73.887155)","BRONX    ",11,"409",57.1,43.2,49.9,40.3,"1","1","1","1","0","0"
"179","10X442","X442","The Celia Cruz Bronx High School of Music","428",NA,"Spanish","Biology, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language, Spanish Literature, United States History","National Honor Society, Chamber Music, Brass Quintet, Campus Council, Chess, Clarinet Quartet, Conflict Resolution/Peer Mediation, Cruz News Newsletter Team, Dance, Drama, Guitar Class, Gospel Choir, Latin Band, Men's Choir, Music Section Leaders, Musical Theatre, Percussion Ensemble, Philosophy, Prom Committee, Regents Preparation, Rock Band, Saturday Academy/Tutoring, Saxophone Quartet, School Leadership Team (SLT), several performances and competitions throughout the Tri-State Area, String Quartet, Student Council, Student Recital Series, Woodwind Quintet, Yearbook Committee.",NA,NA,NA,NA,"Kingsbridge","10,468",52,10,40.8708801,-73.8977529,"2780 Reservoir Avenue
Bronx, NY 10468
(40.8708801, -73.8977529)","BRONX    ",11,"409",78.8,54.8,82.2,62.4,"0","1","1","1","0","0"
